SUPERKINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES	DOMAIN	Organism	STRAIN	SEROVAR	SEQUENCING METHOD	SEQUENCING DEPTH	STRAININFO	Culture	SYMBIONT	TYPE	PHYLOGENY	SEQUENCING STATUS	PROJECT STATUS	PHENOTYPE	RELEVANCE	DISEASE	HABITAT	PH	TEMPERATURE	ISOLATION	COUNTRY	GC(%)	AVAILABILITY	GOLDSTAMP	GOLDSTAMP OLD	GREENGENES ID	GCAT ID	TAXON ID	ENTREZ PID	IMG OID	SIZE(kb)	ORFs	CHROMOSOMES	PLASMIDS	DATA	DATABASES	INSTITUTE	FUNDING	PUBLICATION	DATE	CONTACT NAME	CONTACT EMAIL
Bacteria	Cyanobacteria	Chroococcales		unclassified	Synechococcus	Synechococcus sp. BL107	BACTERIAL	Synechococcus sp	BL107		ABI					Genome	CYANOBACTERIA	Draft	incomplete	Mesophile, Photoautotroph	Environmental, MMI	None	Marine			Blanes Bay in the Mediterranean Sea at a depth of 100m	USA	55	Public	Gi00895			001592_GCAT	313625	13559	639857006	2283	2507			NZ_AATZ00000000	NCBI, JCVI	J Craig Venter Institute, Univ of Warwick	Moore Foundation	 		Scanlan DJ	http://www.bio.warwick.ac.uk/res/frame.asp?ID=60
Bacteria	Proteobacteria	Syntrophobacterales		Syntrophaceae	Syntrophus	Syntrophus aciditrophicus	BACTERIAL	Syntrophus aciditrophicus								Genome	PROTEOBACTERIA-DELTA	incomplete		Anaerobe, Syntrophic	Biotechnological	None					USA		Public	Gi00644			001594_GCAT	316277									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Firmicutes	Clostridiales		Syntrophomonadaceae	Syntrophomonas	Syntrophomonas zehnderi	BACTERIAL	Syntrophomonas zehnderi	OL-4					DSM 17840, JCM 13948	Methanobacterium formicicum	Genome	FIRMICUTES	incomplete		Anaerobe, Syntrophic	Biotechnological	None				Sludge bed reactor	USA		Public	Gi01747			001595_GCAT	404335									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Firmicutes	Clostridiales		Peptococcaceae	Pelotomaculum	Pelotomaculum schinkii	BACTERIAL	Pelotomaculum schinkii	HH					ATCC BAA-615, DSM 15200	Methanospirillum hungatei	Genome	FIRMICUTES	incomplete		Anaerobe, Syntrophic, Propionate-oxidizing, Sporulating	Biotechnological	None				Anaerobic sludge bed reactor	USA		Public	Gi01748			001596_GCAT	78350									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Bacteroidetes	Flavobacteriales		Flavobacteriaceae	Polaribacter	Polaribacter dokdonensis	BACTERIAL	Polaribacter (Tenacibaculum) dokdonensis	MED152		ABI					Genome	BACTEROIDETES	Draft	incomplete	Rod-shaped, Motile, Aerobe	Environmental, MMI	None	Marine			NW Mediterranean Sea from a sample taken at a depth of 1m	USA	31	Public	Gi00896			001597_GCAT	313598	13543	638341218	2956	2679			NZ_AANA00000000	NCBI, JCVI	J Craig Venter Institute, Kalmar Univ	Moore Foundation	 		Pinhassi J	http://halia.hik.se/start.jsp?page=members/jarone%20pinhassi
Bacteria	Proteobacteria	Alteromonadales		unclassified	Teredinibacter	Teredinibacter turnerae	BACTERIAL	Teredinibacter turnerae	T7902					ATCC 39867, DSM 15152	Lyrodus pedicellatus	Genome	PROTEOBACTERIA-GAMMA	incomplete		Cellulolytic, Dinitrogen-fixing, Rod-shaped, Motile, Chemoheterotroph, Endosymbiont	Biotechnological, Biofuels	None	Host			Gill tissue of a wood-boring mollusc Lyrodus pedicellatus	USA	50	Public	Gi01476			001598_GCAT	377629	16649								Univ of Maine, TIGR	NSF	 		Distel DL	http://www.umaine.edu/meem/faculty/distel.htm
Bacteria	Proteobacteria	Rhodocyclales		Rhodocyclaceae	Thauera	Thauera sp. MZ1T	BACTERIAL	Thauera sp.	MZ1T							Genome	PROTEOBACTERIA-BETA	incomplete		Chemolithoautotroph, Carbon sequestration	Environmental, Ecological, Biotechnological	None	Aquatic, Wastewater			Wastewater treatment plant	USA		Public	Gi01570			001599_GCAT	85643	20091								Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Firmicutes	Thermoanaerobacteriales		Thermoanaerobacteriaceae	Thermoanaerobacter	Thermoanaerobacter ethanolicus	BACTERIAL	Thermoanaerobacter ethanolicus	39E					ATCC 33223		Genome	FIRMICUTES	Draft	incomplete	Thermophile, Anaerobe, Rod-shaped, Motile	Biotechnological	None	Aquatic, Hot spring			Thermal springs in Yellowstone National Park	USA	34.5	Public	Gi00653			001600_GCAT	340099	13901	638341219	2282	2254			NZ_AAKQ00000000	NCBI, Joint Genome Institute	Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Firmicutes	Thermoanaerobacteriales		Thermoanaerobacteriaceae	Thermoanaerobacter	Thermoanaerobacter ethanolicus	BACTERIAL	Thermoanaerobacter ethanolicus	X514		ABI	11x				Genome	FIRMICUTES	Draft	incomplete	Thermophile, Anaerobe, Rod-shaped, Motile	Biotechnological	None	Aquatic		60	Deep subsurface location at the Piceance Basin, Colorado, USA	USA	34	Public	Gi01523			001601_GCAT	399726	16394	639857005	2275	2230			NZ_AATV00000000	NCBI, Joint Genome Institute	Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Proteobacteria	Chromatiales		Chromatiaceae	Thermochromatium	Thermochromatium tepidum	BACTERIAL	Thermochromatium tepidum	MC ATCC 43061							Genome	PROTEOBACTERIA-GAMMA	incomplete		Green sulfur, Nitrogen fixation, Photosynthetic	Biotechnological	None	Aquatic, Hot spring			Hot sulfur spring in Yellowstone National Park	USA		Proprietary	Gi00655			001602_GCAT	316276	13652		3295	3375					Integrated Genomics Inc	Integrated Genomics Inc	 		contact	contact@integratedgenomics.com
Bacteria	Thermodesulfobacteria	Thermodesulfobacteriales		Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium commune	BACTERIAL	Thermodesulfobacterium commune	DSM 2178							Genome	THERMODESULFOBACTERIA	complete		Thermophile, Rod-shaped, Nonmotile, Anaerobe, Hyperthermophile	Evolutionary	None	Aquatic		70		USA		Public	Gi00737			001603_GCAT	289377	12531								TIGR	NSF	 			
Bacteria	Nitrospirae	Nitrospirales		Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio yellowstonii	BACTERIAL	Thermodesulfovibrio yellowstonii	DSM 11347							Genome	NITROSPIRAE	complete		Thermophile, Sulfate reducer, Motile, Curved-shaped, Nonsporulating	Evolutionary	None			65	Thermal vent in Yellowstone Lake in Wyoming	USA		Public	Gi00736			001604_GCAT	289376	12532								TIGR	NSF	 			
Bacteria	Firmicutes	Thermolithobacterales		Thermolithobacteraceae	Thermolithobacter	Thermolithobacter ferrireducens	BACTERIAL	Thermolithobacter (Ferribacter) ferrireducens (thermautotrophicus)	JW/KA-2					ATCC 700985		Genome	FIRMICUTES	incomplete		Anaerobe, Chemolithoautotroph, Iron reducer, Autotroph, Thermophile	Biotechnological, Bioremediation	None	Soil		70	Yellowstone National Park on 1999	USA		Public	Gi01568			001605_GCAT	416555									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Chloroflexi	Thermomicrobiales		Thermomicrobiaceae	Thermomicrobium	Thermomicrobium roseum	BACTERIAL	Thermomicrobium roseum	DSM 5159							Genome	CHLOROFLEXI	incomplete		Thermophile, Nonmotile, Aerobe, Nonsporulating, Rod-shaped	Evolutionary, Tree of Life	None			70	Yellowstone National Park	USA		Public	Gi00735			001606_GCAT	309801	12533								TIGR	NSF	 			
Bacteria	Thermotogae	Thermotogales		Thermotogaceae	Thermotoga	Thermotoga neapolitana	BACTERIAL	Thermotoga neapolitana	DSM 4359					ATCC 49045, DSM4359		Genome	THERMOTOGAE	incomplete		Piezophile, Sulfur reducer, Rod-shaped, Hyperthermophile, Nonsporulating	Biotechnological, Hydrogen production, Energy production	None	Aquatic		70-75	Black smoker in the bay near Naples Italy in 1986	USA		Public	Gi00657			001607_GCAT	309803	12534		1800						TIGR	DOE	 			
Bacteria	Thermotogae	Thermotogales		Thermotogaceae	Thermotoga	Thermotoga neapolitana	BACTERIAL	Thermotoga neapolitana	DSM 4359					ATCC 49045, DSM4359		Genome	THERMOTOGAE	incomplete	incomplete	Piezophile, Sulfur reducer, Rod-shaped, Hyperthermophile, Nonsporulating	Biotechnological, Hydrogen production, Energy production	None	Aquatic		70-75	Black smoker in the bay near Naples Italy in 1986	Korea		Proprietary	Gi02531			003257_GCAT	309803	21023								Genotech Corp.		 			
Bacteria	Thermotogae	Thermotogales		Thermotogaceae	Thermotoga	Thermotoga sp. RQ2	BACTERIAL	Thermotoga sp.	RQ2							Genome	THERMOTOGAE	incomplete		Rod-shaped, Thermophile, Hyperthermophile, Anaerobe, Motile, Nonsporulating	Evolutionary, Biotechnological	None	Aquatic		76 - 82	Geothermally heated seafloor in the Azores	USA		Public	Gi01985			002612_GCAT	126740	19543								Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Thermotogae	Thermotogales		Thermotogaceae	Thermotoga	Thermotoga naphthophila	BACTERIAL	Thermotoga naphthophila	RKU-10					DSM 13996, JCM 10882		Genome	THERMOTOGAE	incomplete		Rod-shaped, Thermophile, Hyperthermophile, Anaerobe, Motile, Nonsporulating, Heterotroph	Evolutionary, Biotechnological	None	Aquatic		80	Production fluid of the Kubiki oil reservoir in Niigata Japan	USA	46.1	Public	Gi02015			002644_GCAT	93930									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Bacteroidetes	Flavobacteriales		Cryomorphaceae	Sediminitomix	Sediminitomix flava	BACTERIAL	Flavobacteria sp.	MS024-2A							Genome	BACTEROIDETES	incomplete		Rod-shaped, Motile, Aerobe, Heterotroph	Environmental	None	Aquatic				USA		Public	Gi02016			002645_GCAT	117743									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Bacteroidetes	Flavobacteriales		Cryomorphaceae	Sediminitomix	Sediminitomix flava	BACTERIAL	Flavobacteria sp.	MS0243-3C							Genome	BACTEROIDETES	incomplete		Rod-shaped, Motile, Aerobe, Heterotroph	Environmental	None	Aquatic				USA		Public	Gi02017			002646_GCAT	117743									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Bacteroidetes	Flavobacteriales		Cryomorphaceae	Sediminitomix	Sediminitomix flava	BACTERIAL	Flavobacteria sp.	(pending)							Genome	BACTEROIDETES	incomplete		Rod-shaped, Motile, Aerobe, Heterotroph	Environmental	None	Aquatic				USA		Public	Gi02018			002647_GCAT	117743									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Bacteroidetes	Flavobacteriales		Cryomorphaceae	Sediminitomix	Sediminitomix flava	BACTERIAL	Flavobacteria sp.	(pending)							Genome	BACTEROIDETES	incomplete		Rod-shaped, Motile, Aerobe, Heterotroph	Environmental	None	Aquatic				USA		Public	Gi02019			002648_GCAT	117743									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Bacteroidetes	Flavobacteriales		Cryomorphaceae	Sediminitomix	Sediminitomix flava	BACTERIAL	Flavobacteria sp.	(pending)							Genome	BACTEROIDETES	incomplete		Rod-shaped, Motile, Aerobe, Heterotroph	Environmental	None	Aquatic				USA		Public	Gi02020			002649_GCAT	117743									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Firmicutes	Lactobacillales		Lactobacillaceae	Lactobacillus	Lactobacillus buchneri	BACTERIAL	Lactobacillus buchneri	B-30929							Genome	FIRMICUTES	incomplete		Facultative, Probiotic, Rod-shaped	Food industry, Biotechnological	None	Host, Intestinal microflora				USA		Public	Gi02021			002650_GCAT	1581									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Firmicutes	Lactobacillales		Lactobacillaceae	Lactobacillus	Lactobacillus buchneri	BACTERIAL	Lactobacillus buchneri	NRRL B30929							Genome	FIRMICUTES	incomplete		Facultative, Probiotic, Rod-shaped	Food industry, Biotechnological	None	Host, Intestinal microflora				USA		Public	Gi02022			002651_GCAT	1581									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Firmicutes	Bacillales		Paenibacillaceae	Paenibacillus	Paenibacillus sp. JDR-2	BACTERIAL	Paenibacillus sp.	JDR-2							Genome	FIRMICUTES	incomplete		Sporulating, Rod-shaped, Methylglucuronoxylan utilization, Aerobe, Mesophile	Biotechnological, Biofuels, Ethanol production	None	Wood, Host		30	Sweet gum stem wood buried in surface soil	USA		Public	Gi02023			002652_GCAT	324057	20399								Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Thermotogae	Thermotogales		Thermotogaceae	Thermosipho	Thermosipho africanus	BACTERIAL	Thermosipho africanus	TBA5							Genome	THERMOTOGAE	incomplete		Rod-shaped, Thermophile, Anaerobe	Evolutionary, Biotechnological	None	Aquatic				USA	30	Public	Gi01046			001611_GCAT	2421									Genome Canada		 		Doolittle WF	ford@dal.ca
Bacteria	Deinococcus-Thermus	Thermales		Thermaceae	Thermus	Thermus thermophilus	BACTERIAL	Thermus thermophilus (flavus)								Genome	THERMI	incomplete		Thermophile, Aerobe, Nonmotile	Biotechnological	None			85	Thermal vent in Japan	USA		Proprietary	Gi00658			001612_GCAT	274									Thermogene		 			
Bacteria	Proteobacteria	Chromatiales		Ectothiorhodospiraceae	Thioalkalivibrio	uncultured Thioalkalivibrio sp.	BACTERIAL	Thioalkalivibrio sp	HL-EbGR7							Genome	PROTEOBACTERIA-GAMMA	incomplete		Sulfur oxidizer, Chemolithoautotroph, Facultative, Alkalophile	Biotechnological, Environmental	None				Sulfide-oxidizing bioreactor	USA		Public	Gi01555			001613_GCAT	106633									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Proteobacteria	Chromatiales		Ectothiorhodospiraceae	Thioalkalivibrio	uncultured Thioalkalivibrio sp.	BACTERIAL	Thioalkalivibrio sp	K90mix1							Genome	PROTEOBACTERIA-GAMMA	incomplete		Sulfur oxidizer, Chemolithoautotroph, Facultative, Alkalophile, Halotolerant	Biotechnological, Environmental	None				Soda lake sediment	USA		Public	Gi01556			001614_GCAT	106633									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Proteobacteria	Burkholderiales		unclassified	Thiomonas	Thiomonas sp. RAN4	BACTERIAL	Thiomonas sp.								Genome	PROTEOBACTERIA-BETA	incomplete		Detoxification, Arsenic metabolizer	Biotechnological	None					France		Public	Gi00788			001615_GCAT	32012			5000					Genoscope	Genoscope		 		Barbe V	vbarbe@genoscope.cns.fr
Bacteria	Spirochaetes	Spirochaetales		Spirochaetaceae	Treponema	Treponema primitia	BACTERIAL	Treponema primitia	ZAS1						Zootermopsis angusticollis	Genome	SPIROCHAETES	incomplete		Acetogen, Dinitrogen-fixing, Hydrogen metabolizer, Symbiont	Biotechnological, Energy production	None	Host, Termite gut				USA	60	Public	Gi01248			001616_GCAT	88058									CalTech, TIGR	NSF	 		Leadbetter J	http://www.its.caltech.edu/~jaredl/
Bacteria	Spirochaetes	Spirochaetales		Spirochaetaceae	Treponema	Treponema azotonutricium	BACTERIAL	Treponema azotonutricium	ZAS9						Zootermopsis angusticollis	Genome	SPIROCHAETES	incomplete		Acetogen, Dinitrogen-fixing, H2 Metabolizing, Symbiont	Biotechnological, Energy production	None	Host, Termite gut				USA	60	Public	Gi01249			001617_GCAT	150829									CalTech, TIGR	NSF	 		Leadbetter J	http://www.its.caltech.edu/~jaredl/
Bacteria	Cyanobacteria	Oscillatoriales		unclassified	Trichodesmium	Trichodesmium thiebautii	BACTERIAL	Trichodesmium thiebautii	II-3							Genome	CYANOBACTERIA	incomplete		Diazotroph	Environmental, MMI	None	Marine, Surface water			Western subtropical Atlantic surface waters near Bermuda in 1999	USA		Public	Gi00897			001618_GCAT	306282	13552		8000					JCVI	J Craig Venter Institute, Woods Hole Oceanographic Institute	Moore Foundation	 		Waterbury JB	http://www.whoi.edu/scitech/staff.jsp?id=4
Bacteria	Firmicutes	Bacillales		Bacillaceae	Bacillus	Bacillus selenitireducens	BACTERIAL	Bacillus selenitireducens	MLMS-1							Genome	FIRMICUTES	incomplete	incomplete	Arsenic metabolizer, Carbon dioxide fixation	Biotechnological, Environmental, Bioremediation	None	Mud			Alkaline hypersaline arsenic-rich mud from Mono Lake California	USA		Public	Gi00970			001619_GCAT	85683			3000						Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Bacteroidetes	unclassified		unclassified	unclassified	Flavobacteria bacterium BBFL7	BACTERIAL	Flavobacteria sp	BBFL7		ABI					Genome	BACTEROIDETES	Draft	incomplete	Rod-shaped, Motile, Aerobe, Heterotroph	Environmental, MMI	None	Marine				USA	35	Public	Gi00898			001620_GCAT	156586	13604	638341093	3083	2592			NZ_AAPD00000000	NCBI, JCVI	J Craig Venter Institute, Scripps Institute of Oceanography	Moore Foundation	 		Azam	http://siodev.ucsd.edu/rab/act_detail.cfm?state=%25%29%3EK%2DTLL%20%0A
Bacteria	Proteobacteria	Rhodobacterales		unclassified	unclassified	Rhodobacterales bacterium HTCC2654	BACTERIAL	Rhodobacterales sp	HTCC2654		ABI			HTCC2654		Genome	PROTEOBACTERIA-ALPHA	Draft	incomplete		Environmental, MMI	None	Marine			Sargasso Sea at the BATS station at a depth of 10m	USA	65	Public	Gi00899			001621_GCAT	314271	13614	638341172	4529	4712			NZ_AAMT00000000	NCBI, Oregon State Univ, JCVI	J Craig Venter Institute, Oregon State Univ	Moore Foundation	 		Giovannoni SJ	http://mcb.science.oregonstate.edu/giovannoni/people/people.htm
Bacteria	Proteobacteria	Rhodobacterales		unclassified	unclassified	Rhodobacterales bacterium HTCC2177	BACTERIAL	Rhodobacterales sp	HTCC2177					HTCC2177		Genome	PROTEOBACTERIA-ALPHA	incomplete			Environmental, MMI	None	Marine, Coastal			Coastal region near Newport Oregon at a depth of 10m	USA		Public	Gi00900			001622_GCAT	314258	13613							Oregon State Univ, JCVI	J Craig Venter Institute, Oregon State Univ	Moore Foundation	 		Giovannoni SJ	http://mcb.science.oregonstate.edu/giovannoni/people/people.htm
Bacteria	Proteobacteria	Rhodobacterales		unclassified	unclassified	Rhodobacterales bacterium HTCC2083	BACTERIAL	Rhodobacterales sp	HTCC2083					HTCC2083		Genome	PROTEOBACTERIA-ALPHA	incomplete			Environmental, MMI	None	Marine, Coastal			Coastal region near Newport Oregon at a depth of 10m	USA		Public	Gi00901			001623_GCAT	314270	13508		5000					Oregon State Univ, JCVI	J Craig Venter Institute, Oregon State Univ	Moore Foundation	 		Giovannoni SJ	http://mcb.science.oregonstate.edu/giovannoni/people/people.htm
Bacteria	Proteobacteria	unclassified		unclassified	unclassified	gamma proteobacterium HTCC2207	BACTERIAL	Marine gamma proteobacterium sp	HTCC2207		ABI					Genome	PROTEOBACTERIA-GAMMA	Draft	incomplete	Aerobe, Heterotroph	Environmental, MMI	None	Marine, Coastal			Coastal area near Newport Oregon at a depth of 10m	USA	49.4	Public	Gi00902			001624_GCAT	314287	16658	638341247	2620	2388			NZ_AAPI00000000	NCBI, Oregon State Univ, JCVI	J Craig Venter Institute, Oregon State Univ	Moore Foundation	 		Giovannoni SJ	http://mcb.science.oregonstate.edu/giovannoni/people/people.htm
Bacteria	Proteobacteria	unclassified		unclassified	unclassified	marine gamma proteobacterium HTCC2143	BACTERIAL	Marine gamma proteobacterium sp	HTCC2143		ABI					Genome	PROTEOBACTERIA-GAMMA	Draft	incomplete		Environmental, MMI	None	Marine, Coastal			Coastal pacific ocean near Newport Oregon at a depth of 10m	USA	47	Public	Gi00903			001625_GCAT	247633	13605	639857034	3925	3662			NZ_AAVT00000000	NCBI, Oregon State Univ, JCVI	J Craig Venter Institute, Oregon State Univ	Moore Foundation	 		Giovannoni SJ	http://mcb.science.oregonstate.edu/giovannoni/people/people.htm
Bacteria	Bacteroidetes	Flavobacteriales		unclassified	unclassified	Flavobacteriales bacterium HTCC2170	BACTERIAL	Flavobacteriales sp	HTCC2170		ABI			HTCC2170		Genome	BACTEROIDETES	Draft	incomplete	Rod-shaped, Motile, Aerobe, Heterotroph	Environmental, MMI	None	Aquatic, Marine, Coastal			Coastal area of Newport Oregon at a depth of 10m	USA	37	Public	Gi00904			001626_GCAT	313603	13595	638341094	3873	3498			NZ_AAOC00000000	NCBI, Oregon State Univ, JCVI	J Craig Venter Institute, Oregon State Univ	Moore Foundation	 		Giovannoni SJ	http://mcb.science.oregonstate.edu/giovannoni/people/people.htm
Bacteria	Proteobacteria	unclassified		unclassified	unclassified	beta proteobacterium KB13	BACTERIAL	beta proteobacterium sp	KB13							Genome	PROTEOBACTERIA-BETA	incomplete			Environmental, MMI	None	Surface water, Marine			Surface waters of Kaneohe Bay, Hawaii	USA		Public	Gi00904			001627_GCAT	314607	13602	638341094	5000					JCVI	J Craig Venter Institute, Univ of Hawaii	Moore Foundation	 		Rappe MS	http://www.soest.hawaii.edu/oceanography/faculty_html/rappe.html
Bacteria	Proteobacteria	unclassified		unclassified	Congregibacter	Congregibacter litoralis	BACTERIAL	Congregibacter litoralis	KT71		ABI					Genome	PROTEOBACTERIA-GAMMA	Draft	incomplete	Heterotroph	Environmental, MMI	None	Marine, Surface water			Surface waters of the North Sea near Helgoland Germany	USA	58	Public	Gi00905			000025_GCAT	314285	13585	638341070	4328	3941			NZ_AAOA00000000	NCBI, JCVI	J Craig Venter Institute, Max Planck Institute	Moore Foundation	 		Amann R	http://www.mpi-bremen.de/en/Department_of_Molecular_Ecology.html
Bacteria	Proteobacteria	unclassified		unclassified	Mariprofundus	Mariprofundus ferrooxydans	BACTERIAL	Siderooxidans (Mariprofundus) marinum (ferrooxydans)	PV-1		ABI					Genome	PROTEOBACTERIA	Draft	incomplete	Iron oxidizer	Environmental, MMI	None	Marine			Loihi Seamount Hawaii at a depth of 1100 meters	USA	54	Public	Gi00906			001629_GCAT	314345	13615	639857004	2869	2873			NZ_AATS00000000	NCBI, JCVI	J Craig Venter Institute, Woods Hole Oceanographic Institute	Moore Foundation	 		Edwards KJ	http://www.whoi.edu/science/MCG/edwards/
